"Node Name","Model Name","Location","Contact","IP Address","Serial No.","Main Firmware Version","Sub1 Firmware Version","Memory Size","Page Counter","Page Counter Color","Page Counter B&W","% of Life Remaining(Drum Unit Cyan)","% of Life Remaining(Drum Unit Magenta)","% of Life Remaining(Drum Unit Yellow)","% of Life Remaining(Drum Unit Black)","Remaining Life(Belt Unit)","% of Life Remaining(Belt Unit)","Remaining Life(Fuser Unit)","% of Life Remaining(Fuser Unit)","Remaining Life(PF Kit 1)","% of Life Remaining(PF Kit 1)","% of Life Remaining(Toner Cyan)","% of Life Remaining(Toner Magenta)","% of Life Remaining(Toner Yellow)","% of Life Remaining(Toner Black)","A4/Letter","Legal/Folio","B5/Executive","Envelopes","A5","Others","Plain/Thin/Recycled","Thick/Thicker/Bond","Envelopes/Env. Thick/Env. Thin","Label","Hagaki","Glossy","Total","Total Color","Total B&W","Total 2-sided Print","Total Color 2-sided","Total B&W 2-sided","Print","Print Color","Print B&W","Print 2-sided Print","Print Color 2-sided","Print B&W 2-sided","Others","Others Color","Others B&W","Others 2-sided Print","Others Color 2-sided","Others B&W 2-sided","Replace Count(Cyan Toner)","Replace Count(Magenta Toner)","Replace Count(Yellow Toner)","Replace Count(Black Toner)","Replace Count(Drum Unit Cyan)","Replace Count(Drum Unit Magenta)","Replace Count(Drum Unit Yellow)","Replace Count(Drum Unit Black)","Replace Count(Belt Unit)","Replace Count(Fuser Unit)","Replace Count(PF Kit 1)","Replace Count(Waste Toner Box)","Total Paper Jams","Jam Manual Feed","Jam Tray 1","Jam Inside","Jam Rear","Jam 2-sided","Error1","Error2","Error3","Error4","Error5","Error6","Error7","Error8","Error9","Error10","Error Count 1","Error Count 2","Error Count 3","Error Count 4","Error Count 5","Error Count 6","Error Count 7","Error Count 8","Error Count 9","Error Count 10",
"BRNB42200BA5DA9","Brother HL-L3270CDW series","","","192.168.254.143","U65176M2N900480","1.33","1.14","256","152","68","84","100","100","100","100.00","49881","100","49848","100","49856","100","100","100","100","80","129","0","0","0","0","23","152","0","0","0","0","0","152","68","84","18","14","4","147","68","79","18","14","4","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Jam Rear","No Drum Unit (C)","No Drum Unit (M)","No Drum Unit (Y)","No Drum Unit (BK)","No Drum Unit (C)","No Drum Unit (M)","No Drum Unit (Y)","No Drum Unit (BK)","No Drum Unit (C)","139","0","0","0","0","0","0","0","0","0",
